ts,i,p,bp,ap,bv,av,v,to,oi,MA5,wall
1760824509590,HC2501,3037.26,3037.06,3037.46,48,31,79,239944,116000,3037.67,1760824509605
1760824509605,RB2501,2989.04,2988.84,2989.24,24,23,47,140485,102000,2989.06,1760824509605
1760824509605,HC2501,3036.64,3036.44,3036.84,45,40,85,258114,145000,3037.29,1760824509605
1760824509620,RB2501,2988.62,2988.42,2988.82,47,44,91,271964,106000,2988.93,1760824509651
1760824509620,HC2501,3037.07,3036.87,3037.27,15,8,23,69852.7,127000,3037.2,1760824509651
1760824509635,RB2501,2987.8,2987.6,2988,8,6,14,41829.2,111000,2988.69,1760824509651
1760824509635,HC2501,3036.23,3036.03,3036.43,31,15,46,139667,127000,3036.88,1760824509651
1760824509651,RB2501,2987.59,2987.39,2987.79,7,5,12,35851,113000,2988.42,1760824509682
1760824509651,HC2501,3036.95,3036.75,3037.15,37,6,43,130589,145000,3036.83,1760824509682
1760824509666,RB2501,2988.5,2988.3,2988.7,47,47,94,280919,111000,2988.31,1760824509682
1760824509666,HC2501,3035.99,3035.79,3036.19,32,8,40,121440,143000,3036.58,1760824509682
1760824509682,RB2501,2989.37,2989.17,2989.57,50,37,87,260075,119000,2988.38,1760824509714
1760824509682,HC2501,3035.85,3035.65,3036.05,36,3,39,118398,134000,3036.42,1760824509714
1760824509698,RB2501,2988.87,2988.67,2989.07,3,37,40,119555,135000,2988.43,1760824509714
1760824509698,HC2501,3035.08,3034.88,3035.28,48,1,49,148719,126000,3036.02,1760824509714
1760824509714,RB2501,2989.87,2989.67,2990.07,30,28,58,173412,122000,2988.84,1760824509745
1760824509714,HC2501,3034.95,3034.75,3035.15,27,10,37,112293,147000,3035.77,1760824509745
1760824509730,RB2501,2990.41,2990.21,2990.61,40,4,44,131578,119000,2989.4,1760824509745
1760824509730,HC2501,3034.45,3034.25,3034.65,18,44,62,188136,109000,3035.26,1760824509745
1760824509745,RB2501,2990.24,2990.04,2990.44,15,13,28,83726.7,135000,2989.75,1760824509776
1760824509745,HC2501,3035.25,3035.05,3035.45,26,4,30,91057.4,148000,3035.12,1760824509776
1760824509761,RB2501,2989.78,2989.58,2989.98,22,18,40,119591,115000,2989.83,1760824509776
1760824509761,HC2501,3035.49,3035.29,3035.69,15,42,57,173023,139000,3035.04,1760824509777
1760824509776,RB2501,2990.4,2990.2,2990.6,43,5,48,143539,128000,2990.14,1760824509807
1760824509776,HC2501,3036.25,3036.05,3036.45,2,14,16,48580.1,121000,3035.28,1760824509807
1760824509791,RB2501,2989.86,2989.66,2990.06,33,39,72,215270,111000,2990.14,1760824509807
1760824509791,HC2501,3036.72,3036.52,3036.92,15,41,56,170056,139000,3035.63,1760824509807
1760824509807,RB2501,2990.35,2990.15,2990.55,10,10,20,59807,128000,2990.12,1760824509838
1760824509807,HC2501,3036.15,3035.95,3036.35,20,31,51,154844,106000,3035.97,1760824509839
1760824509823,RB2501,2991.29,2991.09,2991.49,1,16,17,50851.9,107000,2990.33,1760824509839
1760824509823,HC2501,3035.52,3035.32,3035.72,24,48,72,218558,129000,3036.03,1760824509839
1760824509838,RB2501,2990.67,2990.47,2990.87,47,29,76,227291,111000,2990.51,1760824509870
1760824509838,HC2501,3034.54,3034.34,3034.74,4,45,49,148693,129000,3035.84,1760824509870
1760824509855,RB2501,2990.2,2990,2990.4,8,19,27,80735.4,145000,2990.47,1760824509870
1760824509855,HC2501,3033.78,3033.58,3033.98,5,7,12,36405.4,143000,3035.34,1760824509870
1760824509870,RB2501,2990.11,2989.91,2990.31,12,31,43,128575,113000,2990.52,1760824509900
1760824509870,HC2501,3033.71,3033.51,3033.91,27,32,59,178989,134000,3034.74,1760824509900
1760824509885,RB2501,2989.41,2989.21,2989.61,9,28,37,110608,115000,2990.34,1760824509900
1760824509885,HC2501,3033.12,3032.92,3033.32,9,23,32,97059.8,106000,3034.13,1760824509900
1760824509900,RB2501,2988.65,2988.45,2988.85,41,15,56,167364,112000,2989.81,1760824509915
1760824509900,HC2501,3032.46,3032.26,3032.66,18,18,36,109169,134000,3033.52,1760824509915
1760824509915,RB2501,2989.11,2988.91,2989.31,2,9,11,32880.2,120000,2989.49,1760824509915
1760824509915,HC2501,3032.13,3031.93,3032.33,4,46,50,151607,127000,3033.04,1760824509916
1760824509931,RB2501,2989.38,2989.18,2989.58,36,5,41,122565,106000,2989.33,1760824509962
1760824509931,HC2501,3033.05,3032.85,3033.25,26,33,59,178950,102000,3032.89,1760824509962
1760824509946,RB2501,2989.21,2989.01,2989.41,19,5,24,71741.1,116000,2989.15,1760824509962
1760824509946,HC2501,3034.01,3033.81,3034.21,49,13,62,188109,117000,3032.95,1760824509962
1760824509962,RB2501,2989.53,2989.33,2989.73,48,33,81,242152,127000,2989.18,1760824509962
1760824509962,HC2501,3033.21,3033.01,3033.41,35,44,79,239623,114000,3032.97,1760824509962
1760824509978,RB2501,2988.78,2988.58,2988.98,5,38,43,128517,137000,2989.2,1760824509993
1760824509978,HC2501,3032.81,3032.61,3033.01,16,48,64,194100,138000,3033.04,1760824509993
1760824509993,RB2501,2988.7,2988.5,2988.9,7,47,54,161390,108000,2989.12,1760824509993
1760824509993,HC2501,3031.93,3031.73,3032.13,45,17,62,187979,102000,3033,1760824509993
1760824510009,RB2501,2987.82,2987.62,2988.02,37,8,45,134452,139000,2988.81,1760824510039
1760824510009,HC2501,3031.17,3030.97,3031.37,7,39,46,139434,129000,3032.62,1760824510039
1760824510024,RB2501,2988.46,2988.26,2988.66,48,8,56,167354,105000,2988.66,1760824510039
1760824510024,HC2501,3030.33,3030.13,3030.53,23,43,66,200002,104000,3031.89,1760824510039
1760824510039,RB2501,2988.35,2988.15,2988.55,33,9,42,125511,150000,2988.42,1760824510070
1760824510039,HC2501,3030.26,3030.06,3030.46,4,39,43,130301,118000,3031.3,1760824510070
1760824510055,RB2501,2988.14,2987.94,2988.34,2,45,47,140443,117000,2988.3,1760824510070
1760824510055,HC2501,3029.62,3029.42,3029.82,8,13,21,63622,134000,3030.66,1760824510070
1760824510070,RB2501,2988.44,2988.24,2988.64,1,47,48,143445,119000,2988.24,1760824510071
1760824510070,HC2501,3029.12,3028.92,3029.32,35,13,48,145398,131000,3030.1,1760824510071
1760824510085,RB2501,2989.24,2989.04,2989.44,2,13,15,44838.6,113000,2988.53,1760824510101
1760824510085,HC2501,3030.06,3029.86,3030.26,30,31,61,184834,119000,3029.88,1760824510101
1760824510101,RB2501,2990.15,2989.95,2990.35,33,30,63,188379,134000,2988.86,1760824510101
1760824510101,HC2501,3029.93,3029.73,3030.13,46,37,83,251484,115000,3029.8,1760824510101
1760824510116,RB2501,2989.89,2989.69,2990.09,7,47,54,161454,144000,2989.17,1760824510131
1760824510116,HC2501,3029.24,3029.04,3029.44,19,13,32,96935.8,122000,3029.59,1760824510131
1760824510131,RB2501,2989.89,2989.69,2990.09,32,36,68,203312,140000,2989.52,1760824510131
1760824510131,HC2501,3029.28,3029.08,3029.48,39,48,87,263547,102000,3029.53,1760824510131
1760824510147,RB2501,2988.93,2988.73,2989.13,2,42,44,131513,148000,2989.62,1760824510162
1760824510147,HC2501,3029.53,3029.33,3029.73,40,26,66,199949,148000,3029.61,1760824510162
1760824510162,RB2501,2989.16,2988.96,2989.36,49,23,72,215220,107000,2989.6,1760824510162
1760824510162,HC2501,3030.14,3029.94,3030.34,43,16,59,178778,126000,3029.62,1760824510162
1760824510178,RB2501,2988.22,2988.02,2988.42,16,4,20,59764.3,120000,2989.22,1760824510208
1760824510178,HC2501,3030.58,3030.38,3030.78,26,4,30,90917.5,106000,3029.76,1760824510208
1760824510193,RB2501,2989.01,2988.81,2989.21,37,5,42,125538,126000,2989.04,1760824510208
1760824510193,HC2501,3029.67,3029.47,3029.87,10,37,47,142394,121000,3029.84,1760824510209
1760824510208,RB2501,2989.69,2989.49,2989.89,38,2,40,119588,143000,2989,1760824510239
1760824510208,HC2501,3030.34,3030.14,3030.54,12,26,38,115153,102000,3030.05,1760824510240
1760824510224,RB2501,2990.41,2990.21,2990.61,17,49,66,197367,126000,2989.3,1760824510240
1760824510224,HC2501,3030.83,3030.63,3031.03,24,39,63,190942,146000,3030.31,1760824510240
1760824510239,RB2501,2990.91,2990.71,2991.11,1,28,29,86736.5,131000,2989.65,1760824510271
1760824510239,HC2501,3029.92,3029.72,3030.12,44,30,74,224214,131000,3030.27,1760824510271
1760824510255,RB2501,2990.77,2990.57,2990.97,41,23,64,191410,130000,2990.16,1760824510271
1760824510255,HC2501,3030.07,3029.87,3030.27,12,12,24,72721.8,106000,3030.16,1760824510271
1760824510271,RB2501,2989.81,2989.61,2990.01,2,17,19,56806.3,125000,2990.32,1760824510301
1760824510271,HC2501,3030.95,3030.75,3031.15,45,37,82,248538,144000,3030.42,1760824510301
1760824510286,RB2501,2989.82,2989.62,2990.02,28,21,49,146501,127000,2990.35,1760824510301
1760824510286,HC2501,3031.04,3030.84,3031.24,37,35,72,218235,141000,3030.56,1760824510301
1760824510301,RB2501,2989.42,2989.22,2989.62,30,19,49,146482,142000,2990.15,1760824510332
1760824510301,HC2501,3030.73,3030.53,3030.93,5,45,50,151536,115000,3030.54,1760824510332
1760824510316,RB2501,2989.17,2988.97,2989.37,10,48,58,173372,103000,2989.8,1760824510332
1760824510316,HC2501,3030.9,3030.7,3031.1,26,27,53,160637,116000,3030.74,1760824510332
1760824510332,RB2501,2989.45,2989.25,2989.65,39,29,68,203283,119000,2989.53,1760824510362
1760824510332,HC2501,3030.15,3029.95,3030.35,17,27,44,133327,145000,3030.75,1760824510363
1760824510347,RB2501,2988.81,2988.61,2989.01,43,45,88,263015,148000,2989.34,1760824510363
1760824510347,HC2501,3029.76,3029.56,3029.96,23,9,32,96952.3,105000,3030.52,1760824510363
1760824510363,RB2501,2988.69,2988.49,2988.89,28,19,47,140468,140000,2989.11,1760824510393
1760824510363,HC2501,3029.18,3028.98,3029.38,34,39,73,221130,128000,3030.14,1760824510393
1760824510377,RB2501,2988.45,2988.25,2988.65,3,16,19,56780.6,137000,2988.91,1760824510393
1760824510377,HC2501,3029.39,3029.19,3029.59,50,27,77,233263,138000,3029.87,1760824510393
1760824510393,RB2501,2988.99,2988.79,2989.19,17,19,36,107604,118000,2988.88,1760824510408
1760824510393,HC2501,3029.66,3029.46,3029.86,32,28,60,181779,123000,3029.63,1760824510408
1760824510408,RB2501,2989.54,2989.34,2989.74,20,13,33,98654.9,148000,2988.9,1760824510439
1760824510408,HC2501,3029.16,3028.96,3029.36,46,18,64,193866,124000,3029.43,1760824510439
1760824510424,RB2501,2989.57,2989.37,2989.77,19,46,65,194322,141000,2989.05,1760824510439
1760824510424,HC2501,3029.93,3029.73,3030.13,35,10,45,136347,121000,3029.46,1760824510439
1760824510439,RB2501,2989,2988.8,2989.2,27,37,64,191296,105000,2989.11,1760824510470
1760824510439,HC2501,3028.94,3028.74,3029.14,17,45,62,187794,104000,3029.42,1760824510470
1760824510454,RB2501,2989.85,2989.65,2990.05,8,38,46,137533,107000,2989.39,1760824510470
1760824510454,HC2501,3029.08,3028.88,3029.28,45,46,91,275646,146000,3029.35,1760824510471
1760824510470,RB2501,2990.54,2990.34,2990.74,11,2,13,38877,133000,2989.7,1760824510502
1760824510470,HC2501,3029.05,3028.85,3029.25,49,42,91,275643,118000,3029.23,1760824510502
1760824510486,RB2501,2989.91,2989.71,2990.11,34,13,47,140526,133000,2989.77,1760824510502
1760824510486,HC2501,3028.93,3028.73,3029.13,42,24,66,199910,150000,3029.19,1760824510502
1760824510502,RB2501,2990.32,2990.12,2990.52,49,28,77,230254,148000,2989.92,1760824510533
1760824510502,HC2501,3028.57,3028.37,3028.77,49,9,58,175657,130000,3028.91,1760824510533
1760824510518,RB2501,2989.79,2989.59,2989.99,31,9,40,119591,140000,2990.08,1760824510533
1760824510518,HC2501,3028.62,3028.42,3028.82,14,43,57,172631,150000,3028.85,1760824510533
1760824510533,RB2501,2990.21,2990.01,2990.41,30,9,39,116618,118000,2990.15,1760824510548
1760824510533,HC2501,3029.37,3029.17,3029.57,3,22,25,75734.2,130000,3028.91,1760824510548
1760824510548,RB2501,2989.41,2989.21,2989.61,28,9,37,110608,131000,2989.93,1760824510548
1760824510548,HC2501,3029.67,3029.47,3029.87,50,20,70,212077,109000,3029.03,1760824510548
1760824510563,RB2501,2989.64,2989.44,2989.84,26,25,51,152472,108000,2989.87,1760824510594
1760824510563,HC2501,3029.42,3029.22,3029.62,5,24,29,87853.2,119000,3029.13,1760824510595
1760824510579,RB2501,2989.77,2989.57,2989.97,15,15,30,89693.1,115000,2989.76,1760824510595
1760824510579,HC2501,3029.36,3029.16,3029.56,42,8,50,151468,114000,3029.29,1760824510595
1760824510594,RB2501,2989.36,2989.16,2989.56,23,48,71,212245,147000,2989.68,1760824510610
1760824510594,HC2501,3029.79,3029.59,3029.99,8,30,38,115132,121000,3029.52,1760824510610
1760824510610,RB2501,2989.03,2988.83,2989.23,11,35,46,137495,114000,2989.44,1760824510610
1760824510610,HC2501,3030.04,3029.84,3030.24,8,39,47,142412,146000,3029.66,1760824510610
1760824510626,RB2501,2989.26,2989.06,2989.46,34,13,47,140495,125000,2989.41,1760824510656
1760824510626,HC2501,3030.76,3030.56,3030.96,22,27,49,148507,113000,3029.88,1760824510657
1760824510641,RB2501,2989.45,2989.25,2989.65,46,37,83,248124,129000,2989.37,1760824510657
1760824510641,HC2501,3031.17,3030.97,3031.37,21,46,67,203088,130000,3030.23,1760824510657
1760824510656,RB2501,2989.56,2989.36,2989.76,5,45,50,149478,102000,2989.33,1760824510688
1760824510656,HC2501,3031.79,3031.59,3031.99,40,46,86,260734,145000,3030.71,1760824510688
1760824510672,RB2501,2990.02,2989.82,2990.22,12,2,14,41860.3,143000,2989.46,1760824510688
1760824510672,HC2501,3031.6,3031.4,3031.8,4,22,26,78821.6,125000,3031.07,1760824510688
1760824510688,RB2501,2990.34,2990.14,2990.54,33,50,83,248198,107000,2989.72,1760824510718
1760824510688,HC2501,3031.04,3030.84,3031.24,3,1,4,12124.2,121000,3031.27,1760824510718
1760824510703,RB2501,2990.05,2989.85,2990.25,20,18,38,113622,108000,2989.88,1760824510718
1760824510703,HC2501,3031.07,3030.87,3031.27,36,20,56,169740,132000,3031.33,1760824510718
1760824510718,RB2501,2990.95,2990.75,2991.15,7,6,13,38882.4,120000,2990.18,1760824510733
1760824510718,HC2501,3030.15,3029.95,3030.35,46,29,75,227261,112000,3031.13,1760824510733
1760824510733,RB2501,2990.99,2990.79,2991.19,42,50,92,275171,125000,2990.47,1760824510733
1760824510733,HC2501,3030.67,3030.47,3030.87,17,3,20,60613.4,136000,3030.91,1760824510733
1760824510748,RB2501,2990.18,2989.98,2990.38,45,21,66,197352,149000,2990.5,1760824510779
1760824510748,HC2501,3030.23,3030.03,3030.43,32,42,74,224237,143000,3030.63,1760824510779
1760824510764,RB2501,2989.22,2989.02,2989.42,19,9,28,83698.3,135000,2990.28,1760824510779
1760824510764,HC2501,3029.46,3029.26,3029.66,49,36,85,257504,116000,3030.32,1760824510780
1760824510779,RB2501,2989.74,2989.54,2989.94,32,29,61,182374,119000,2990.22,1760824510810
1760824510779,HC2501,3029.93,3029.73,3030.13,3,49,52,157556,120000,3030.09,1760824510810
1760824510795,RB2501,2990.03,2989.83,2990.23,17,8,25,74750.9,119000,2990.04,1760824510810
1760824510795,HC2501,3030.06,3029.86,3030.26,11,34,45,136353,137000,3030.07,1760824510811
1760824510810,RB2501,2990,2989.8,2990.2,45,35,80,239200,119000,2989.84,1760824510826
1760824510810,HC2501,3029.74,3029.54,3029.94,3,37,40,121190,119000,3029.89,1760824510826
1760824510826,RB2501,2990.67,2990.47,2990.87,30,19,49,146543,132000,2989.93,1760824510826
1760824510826,HC2501,3030.17,3029.97,3030.37,28,41,69,209082,136000,3029.87,1760824510826
1760824510841,RB2501,2990.24,2990.04,2990.44,35,21,56,167453,103000,2990.14,1760824510873
1760824510841,HC2501,3030.72,3030.52,3030.92,26,41,67,203058,132000,3030.12,1760824510873
1760824510857,RB2501,2989.66,2989.46,2989.86,31,36,67,200307,128000,2990.12,1760824510873
1760824510857,HC2501,3029.82,3029.62,3030.02,33,29,62,187849,106000,3030.1,1760824510874
1760824510873,RB2501,2990.17,2989.97,2990.37,3,46,49,146518,111000,2990.15,1760824510903
1760824510873,HC2501,3028.84,3028.64,3029.04,28,15,43,130240,105000,3029.86,1760824510903
1760824510888,RB2501,2989.4,2989.2,2989.6,42,24,66,197300,143000,2990.03,1760824510904
1760824510888,HC2501,3029.5,3029.3,3029.7,13,8,21,63619.4,148000,3029.81,1760824510904
1760824510903,RB2501,2988.49,2988.29,2988.69,32,34,66,197241,112000,2989.59,1760824510935
1760824510903,HC2501,3028.96,3028.76,3029.16,31,23,54,163564,144000,3029.57,1760824510935
1760824510919,RB2501,2987.88,2987.68,2988.08,20,6,26,77684.8,116000,2989.12,1760824510935
1760824510919,HC2501,3029.48,3029.28,3029.68,44,15,59,178739,139000,3029.32,1760824510935
1760824510935,RB2501,2988.38,2988.18,2988.58,4,8,12,35860.6,107000,2988.86,1760824510966
1760824510935,HC2501,3028.59,3028.39,3028.79,17,44,61,184744,105000,3029.07,1760824510966
1760824510951,RB2501,2989.15,2988.95,2989.35,49,22,71,212230,111000,2988.66,1760824510966
1760824510951,HC2501,3028.73,3028.53,3028.93,28,21,49,148408,128000,3029.05,1760824510966
1760824510966,RB2501,2989.27,2989.07,2989.47,33,3,36,107614,104000,2988.64,1760824510997
1760824510966,HC2501,3028.21,3028.01,3028.41,40,38,78,236200,127000,3028.79,1760824510997
1760824510981,RB2501,2989.48,2989.28,2989.68,45,9,54,161432,141000,2988.83,1760824510997
1760824510981,HC2501,3027.53,3027.33,3027.73,8,4,12,36330.3,118000,3028.51,1760824510997
1760824510997,RB2501,2989.5,2989.3,2989.7,3,8,11,32884.5,114000,2989.16,1760824511027
1760824510997,HC2501,3026.96,3026.76,3027.16,28,18,46,139240,105000,3028,1760824511028
1760824511012,RB2501,2990.46,2990.26,2990.66,3,5,8,23923.7,142000,2989.57,1760824511028
1760824511012,HC2501,3027.78,3027.58,3027.98,40,3,43,130194,107000,3027.84,1760824511028
1760824511027,RB2501,2989.93,2989.73,2990.13,21,38,59,176406,110000,2989.73,1760824511043
1760824511027,HC2501,3028.14,3027.94,3028.34,23,50,73,221054,129000,3027.72,1760824511043
1760824511043,RB2501,2990.27,2990.07,2990.47,5,23,28,83727.7,150000,2989.93,1760824511044
1760824511043,HC2501,3029.09,3028.89,3029.29,44,10,54,163571,134000,3027.9,1760824511044
1760824511059,RB2501,2990.64,2990.44,2990.84,8,8,16,47850.2,116000,2990.16,1760824511090
1760824511059,HC2501,3028.5,3028.3,3028.7,22,20,42,127197,120000,3028.09,1760824511090
1760824511075,RB2501,2990.4,2990.2,2990.6,15,33,48,143539,105000,2990.34,1760824511090
1760824511075,HC2501,3029.06,3028.86,3029.26,1,9,10,30290.6,118000,3028.51,1760824511090
1760824511090,RB2501,2989.66,2989.46,2989.86,10,36,46,137524,109000,2990.18,1760824511120
1760824511090,HC2501,3029.87,3029.67,3030.07,43,48,91,275718,118000,3028.93,1760824511121
1760824511105,RB2501,2989.92,2989.72,2990.12,8,10,18,53818.5,120000,2990.18,1760824511121
1760824511105,HC2501,3030.06,3029.86,3030.26,48,27,75,227254,138000,3029.31,1760824511121
1760824511120,RB2501,2990.47,2990.27,2990.67,36,7,43,128590,136000,2990.22,1760824511152
1760824511120,HC2501,3030.49,3030.29,3030.69,30,31,61,184860,115000,3029.59,1760824511152
1760824511137,RB2501,2991.17,2990.97,2991.37,22,34,56,167506,106000,2990.32,1760824511152
1760824511137,HC2501,3030.8,3030.6,3031,10,22,32,96985.4,111000,3030.05,1760824511152
1760824511152,RB2501,2991.14,2990.94,2991.34,48,8,56,167504,128000,2990.47,1760824511182
1760824511152,HC2501,3030.22,3030.02,3030.42,35,23,58,175753,123000,3030.29,1760824511182
1760824511167,RB2501,2991.1,2990.9,2991.3,31,25,56,167501,147000,2990.76,1760824511182
1760824511167,HC2501,3030.16,3029.96,3030.36,22,42,64,193930,115000,3030.34,1760824511182
1760824511182,RB2501,2990.13,2989.93,2990.33,24,33,57,170438,142000,2990.8,1760824511214
1760824511182,HC2501,3029.32,3029.12,3029.52,35,25,60,181759,115000,3030.2,1760824511214
1760824511198,RB2501,2989.94,2989.74,2990.14,50,3,53,158467,148000,2990.7,1760824511214
1760824511198,HC2501,3028.39,3028.19,3028.59,43,3,46,139306,146000,3029.78,1760824511214
1760824511214,RB2501,2990.77,2990.57,2990.97,16,21,37,110659,112000,2990.62,1760824511229
1760824511214,HC2501,3027.48,3027.28,3027.68,19,13,32,96879.3,150000,3029.11,1760824511229
1760824511229,RB2501,2991.7,2991.5,2991.9,1,18,19,56842.4,104000,2990.73,1760824511230
1760824511229,HC2501,3026.92,3026.72,3027.12,47,24,71,214911,110000,3028.45,1760824511230
1760824511244,RB2501,2991.79,2991.59,2991.99,13,4,17,50860.4,148000,2990.87,1760824511260
1760824511244,HC2501,3026.69,3026.49,3026.89,17,14,31,93827.4,147000,3027.76,1760824511260
1760824511260,RB2501,2991.37,2991.17,2991.57,35,39,74,221362,104000,2991.12,1760824511260
1760824511260,HC2501,3027.44,3027.24,3027.64,14,33,47,142290,138000,3027.38,1760824511260
1760824511276,RB2501,2991.64,2991.44,2991.84,16,1,17,50858,118000,2991.46,1760824511307
1760824511276,HC2501,3027.53,3027.33,3027.73,6,35,41,124129,133000,3027.21,1760824511307
1760824511291,RB2501,2992.05,2991.85,2992.25,31,5,36,107714,109000,2991.71,1760824511307
1760824511291,HC2501,3028.42,3028.22,3028.62,43,29,72,218046,101000,3027.4,1760824511307
1760824511307,RB2501,2992.29,2992.09,2992.49,31,11,42,125676,144000,2991.83,1760824511339
1760824511307,HC2501,3027.9,3027.7,3028.1,46,6,52,157451,136000,3027.6,1760824511339
1760824511323,RB2501,2993.12,2992.92,2993.32,31,26,57,170608,128000,2992.1,1760824511339
1760824511323,HC2501,3028.06,3027.86,3028.26,29,13,42,127178,146000,3027.87,1760824511339
1760824511338,RB2501,2993.02,2992.82,2993.22,48,29,77,230462,148000,2992.43,1760824511353
1760824511338,HC2501,3028.46,3028.26,3028.66,35,43,78,236220,142000,3028.07,1760824511354
1760824511353,RB2501,2992.4,2992.2,2992.6,30,26,56,167574,122000,2992.58,1760824511354
1760824511353,HC2501,3028.46,3028.26,3028.66,3,48,51,154451,125000,3028.26,1760824511354
1760824511368,RB2501,2992.95,2992.75,2993.15,42,46,88,263379,119000,2992.75,1760824511383
1760824511368,HC2501,3028.37,3028.17,3028.57,37,44,81,245298,128000,3028.25,1760824511383
1760824511383,RB2501,2992.89,2992.69,2993.09,46,43,89,266367,147000,2992.87,1760824511384
1760824511383,HC2501,3029,3028.8,3029.2,5,9,14,42405.9,113000,3028.47,1760824511384
1760824511399,RB2501,2992.47,2992.27,2992.67,31,35,66,197503,135000,2992.74,1760824511431
1760824511399,HC2501,3028.85,3028.65,3029.05,3,40,43,130240,150000,3028.63,1760824511431
1760824511415,RB2501,2993.12,2992.92,2993.32,30,23,53,158636,134000,2992.77,1760824511431
1760824511415,HC2501,3028.65,3028.45,3028.85,10,7,17,51487.1,112000,3028.66,1760824511431
1760824511431,RB2501,2992.65,2992.45,2992.85,34,36,70,209485,116000,2992.82,1760824511431
1760824511431,HC2501,3029.19,3028.99,3029.39,25,24,49,148430,104000,3028.81,1760824511431
1760824511447,RB2501,2992.13,2991.93,2992.33,41,12,53,158583,146000,2992.65,1760824511478
1760824511447,HC2501,3029.57,3029.37,3029.77,9,22,31,93916.6,116000,3029.05,1760824511478
1760824511463,RB2501,2992.47,2992.27,2992.67,46,50,96,287277,107000,2992.57,1760824511478
1760824511463,HC2501,3029.42,3029.22,3029.62,14,23,37,112088,133000,3029.14,1760824511478
1760824511478,RB2501,2993.09,2992.89,2993.29,2,35,37,110744,146000,2992.69,1760824511478
1760824511478,HC2501,3029.01,3028.81,3029.21,43,16,59,178712,117000,3029.17,1760824511478
1760824511493,RB2501,2992.3,2992.1,2992.5,35,43,78,233399,135000,2992.53,1760824511508
1760824511493,HC2501,3028.76,3028.56,3028.96,32,5,37,112064,133000,3029.19,1760824511508
1760824511508,RB2501,2992.29,2992.09,2992.49,11,40,51,152607,107000,2992.45,1760824511539
1760824511508,HC2501,3028.8,3028.6,3029,42,37,79,239275,115000,3029.11,1760824511539
1760824511523,RB2501,2993.22,2993.02,2993.42,31,45,76,227485,120000,2992.67,1760824511539
1760824511523,HC2501,3029.37,3029.17,3029.57,16,14,30,90881,113000,3029.07,1760824511539
1760824511539,RB2501,2992.43,2992.23,2992.63,43,14,57,170569,147000,2992.67,1760824511539
1760824511539,HC2501,3030.02,3029.82,3030.22,47,28,75,227251,117000,3029.19,1760824511539
1760824511555,RB2501,2991.65,2991.45,2991.85,1,1,2,5983.31,144000,2992.38,1760824511587
1760824511555,HC2501,3029.73,3029.53,3029.93,17,25,42,127249,103000,3029.34,1760824511587
1760824511571,RB2501,2991.68,2991.48,2991.88,48,49,97,290193,107000,2992.26,1760824511587
1760824511571,HC2501,3029.46,3029.26,3029.66,46,37,83,251445,138000,3029.47,1760824511587
1760824511587,RB2501,2992.16,2991.96,2992.36,10,33,43,128663,140000,2992.23,1760824511617
1760824511587,HC2501,3029.71,3029.51,3029.91,48,35,83,251466,135000,3029.66,1760824511617
1760824511602,RB2501,2992.92,2992.72,2993.12,38,28,66,197533,133000,2992.17,1760824511617
1760824511602,HC2501,3028.82,3028.62,3029.02,15,31,46,139326,117000,3029.55,1760824511617
1760824511617,RB2501,2993.7,2993.5,2993.9,29,18,47,140704,101000,2992.42,1760824511617
1760824511617,HC2501,3029.25,3029.05,3029.45,15,19,34,102995,101000,3029.39,1760824511617
1760824511633,RB2501,2993.27,2993.07,2993.47,1,33,34,101771,116000,2992.75,1760824511664
1760824511633,HC2501,3028.44,3028.24,3028.64,45,32,77,233190,146000,3029.14,1760824511664
1760824511648,RB2501,2993.92,2993.72,2994.12,1,23,24,71854.2,115000,2993.2,1760824511664
1760824511648,HC2501,3027.47,3027.27,3027.67,4,36,40,121099,117000,3028.74,1760824511664
1760824511664,RB2501,2994.69,2994.49,2994.89,21,31,52,155724,106000,2993.7,1760824511694
1760824511664,HC2501,3028.4,3028.2,3028.6,41,3,44,133250,122000,3028.48,1760824511694
1760824511679,RB2501,2994.1,2993.9,2994.3,40,21,61,182640,117000,2993.94,1760824511695
1760824511679,HC2501,3028.15,3027.95,3028.35,28,15,43,130210,135000,3028.34,1760824511695
1760824511694,RB2501,2993.76,2993.56,2993.96,6,49,55,164657,128000,2993.95,1760824511724
1760824511694,HC2501,3028.23,3028.03,3028.43,17,15,32,96903.5,127000,3028.14,1760824511724
1760824511709,RB2501,2994.19,2993.99,2994.39,8,48,56,167675,121000,2994.13,1760824511724
1760824511709,HC2501,3028.37,3028.17,3028.57,41,27,68,205929,141000,3028.13,1760824511725
1760824511724,RB2501,2993.22,2993.02,2993.42,44,29,73,218505,133000,2993.99,1760824511755
1760824511724,HC2501,3028.28,3028.08,3028.48,33,34,67,202895,123000,3028.29,1760824511755
1760824511740,RB2501,2993.96,2993.76,2994.16,33,25,58,173650,135000,2993.85,1760824511755
1760824511740,HC2501,3028.79,3028.59,3028.99,49,9,58,175670,129000,3028.37,1760824511755
1760824511755,RB2501,2994.12,2993.92,2994.32,33,41,74,221565,122000,2993.85,1760824511786
1760824511755,HC2501,3027.91,3027.71,3028.11,33,20,53,160479,123000,3028.32,1760824511786
1760824511771,RB2501,2993.16,2992.96,2993.36,36,48,84,251425,104000,2993.73,1760824511786
1760824511771,HC2501,3027.93,3027.73,3028.13,29,50,79,239206,102000,3028.26,1760824511786
